,antecedents,consequents,confidence,lift,conviction,antecedent_len,consequent_len
2338,"({'longer_ending_F', 'has_error_F'})","({'exec_inorder_higher', 'num_commits_lower'})",0.8403593642017968,1.0186578324795323,1.0964171867707437,2,2
2246,"({'longer_ending_F', 'has_error_F'})","({'non_exec_prop_low', 'num_contrib_lower'})",0.8403593642017968,1.0165064959801038,1.0854803569775195,2,2
14022,"({'has_author_F', 'has_comments_T', 'jupyter_prop_high', 'num_contrib_lower'})","({'exec_inorder_higher', 'non_exec_prop_low'})",0.8403247631935048,1.0127217424914885,1.0661098328758818,4,2
4224,"({'has_equation_F', 'non_exec_prop_low'})","({'has_comments_T', 'num_contrib_lower'})",0.8403205918618988,1.0058382841983333,1.0305459166218651,2,2
2125,"({'longer_ending_F', 'markdown_prop_med'})","({'exec_inorder_higher', 'non_exec_prop_low'})",0.8403122782114975,1.0127066961507316,1.0660264804306705,2,2
6306,"({'exec_inorder_higher', 'longer_ending_F', 'has_author_F'})","({'has_comments_T', 'num_contrib_lower'})",0.8403090792015455,1.005824503892759,1.030471621069825,3,2
10572,"({'has_comments_T', 'has_equation_F', 'markdown_prop_med'})","({'num_commits_lower', 'num_contrib_lower'})",0.8402930402930403,1.0148188483454692,1.0768303573216294,3,2
842,"({'has_equation_F', 'num_contrib_lower'})",({'exec_skips_lower'}),0.8402777777777779,1.0000396825396827,1.0002087563813042,2,1
2592,"({'has_comments_T', 'has_equation_F'})","({'has_author_F', 'num_commits_lower'})",0.8402692778457772,1.0099983817128413,1.0520761734657187,2,2
2052,"({'longer_ending_F', 'jupyter_prop_high'})","({'exec_inorder_higher', 'non_exec_prop_low'})",0.8401988636363636,1.0125700139878533,1.0652698966972212,2,2
8453,"({'exec_inorder_higher', 'has_author_F', 'jupyter_prop_high'})","({'non_exec_prop_low', 'num_contrib_lower'})",0.8401937046004841,1.0163061125869637,1.0843551181831401,3,2
12369,"({'has_comments_T', 'has_error_F', 'non_exec_prop_low'})","({'num_commits_lower', 'num_contrib_lower'})",0.8401315789473683,1.0146238520655881,1.0757427974557798,3,2
16489,"({'has_error_F', 'num_commits_lower', 'exec_inorder_higher', 'exec_skips_lower', 'num_contrib_lower'})","({'has_author_F', 'has_comments_T'})",0.8401162790697674,0.9926283627379252,0.9609777389786115,5,2
1954,"({'exec_inorder_higher', 'longer_ending_F', 'non_exec_prop_low'})",({'has_equation_F'}),0.8401122019635343,1.0420666240922887,1.2121114659192715,3,1
6630,"({'exec_inorder_higher', 'longer_ending_F', 'has_error_F'})","({'has_author_F', 'exec_skips_lower'})",0.8400868306801735,1.0414712819741763,1.2091896087582525,3,2
3759,"({'exec_inorder_higher', 'non_exec_prop_low'})","({'has_author_F', 'num_commits_lower'})",0.840084166228301,1.0097758787140805,1.050858335822096,2,2
5640,"({'exec_inorder_higher', 'non_exec_prop_low'})","({'num_commits_lower', 'num_contrib_lower'})",0.840084166228301,1.0145665918972258,1.0754238553607942,2,2
14292,"({'exec_inorder_higher', 'has_author_F', 'jupyter_prop_high', 'has_error_F'})","({'non_exec_prop_low', 'num_contrib_lower'})",0.8400837988826815,1.0161731696094103,1.0836098726934134,4,2
14091,"({'exec_inorder_higher', 'has_author_F', 'jupyter_prop_high', 'has_error_F'})","({'has_comments_T', 'num_contrib_lower'})",0.8400837988826815,1.0055548501777551,1.0290199546735939,4,2
2295,"({'longer_ending_F', 'non_exec_prop_low'})","({'exec_inorder_higher', 'has_comments_T'})",0.8400796284007962,0.9905416513979538,0.9498398025106357,2,2
12623,"({'exec_inorder_higher', 'exec_skips_lower', 'num_commits_lower'})","({'has_error_F', 'num_contrib_lower'})",0.8400488400488401,1.0414241842813272,1.208902409361558,3,2
1472,"({'has_error_F', 'non_exec_prop_low'})",({'exec_skips_lower'}),0.8400460299194478,0.9997638724911454,0.9987596129992569,2,1
14696,"({'has_author_F', 'num_contrib_lower', 'markdown_prop_med', 'num_commits_lower'})","({'exec_inorder_higher', 'exec_skips_lower'})",0.8400267737617135,1.0242157204300615,1.1241514458066766,4,2
4592,"({'exec_skips_lower', 'markdown_prop_med', 'num_contrib_lower'})",({'jupyter_prop_high'}),0.84,1.0667627494456762,1.328568310781318,3,1
7177,"({'has_author_F', 'has_equation_F', 'exec_skips_lower', 'num_contrib_lower'})",({'markdown_prop_med'}),0.8399715504978663,1.0241483886059668,1.1237635190843398,4,1
12737,"({'has_comments_T', 'has_error_F', 'exec_skips_lower'})","({'exec_inorder_higher', 'non_exec_prop_low'})",0.8399182561307902,1.0122318383985482,1.0634025836529621,3,2
13091,"({'has_author_F', 'exec_inorder_higher', 'exec_skips_lower', 'num_contrib_lower', 'has_equation_F'})",({'markdown_prop_med'}),0.8399122807017544,1.0240761229844169,1.12334746446787,5,1
14491,"({'has_author_F', 'has_comments_T', 'markdown_prop_med', 'exec_skips_lower'})","({'num_commits_lower', 'num_contrib_lower'})",0.8399122807017544,1.0143590063720185,1.074269177185293,4,2
13102,"({'has_author_F', 'has_equation_F', 'markdown_prop_med', 'num_contrib_lower'})","({'exec_inorder_higher', 'exec_skips_lower'})",0.8399122807017544,1.0240761229844169,1.12334746446787,4,2
9335,"({'non_exec_prop_low', 'has_error_F', 'markdown_prop_med'})","({'has_author_F', 'has_comments_T'})",0.8398601398601397,0.9923257248166993,0.9594406820690029,3,2
15852,"({'has_author_F', 'has_comments_T', 'has_error_F', 'exec_skips_lower'})","({'exec_inorder_higher', 'non_exec_prop_low'})",0.8398576512455516,1.0121588001070798,1.0630001454968716,4,2
2711,"({'has_equation_F', 'has_error_F'})","({'has_author_F', 'non_exec_prop_low'})",0.8398486759142497,1.0073786997484535,1.0384111741597561,2,2
401,({'longer_ending_F'}),"({'exec_inorder_higher', 'non_exec_prop_low'})",0.839811542991755,1.0121032325061077,1.0626941741340796,1,2
24,({'longer_ending_F'}),({'exec_skips_lower'}),0.839811542991755,0.9994848025943432,0.9972976095719827,1,1
8220,"({'has_author_F', 'jupyter_prop_high', 'markdown_prop_med'})","({'exec_inorder_higher', 'exec_skips_lower'})",0.8398091342876619,1.023950360113376,1.1226241444319585,3,2
551,({'markdown_prop_med'}),"({'has_author_F', 'non_exec_prop_low'})",0.8398084087280467,1.0073304002073065,1.0381501498714454,1,2
5480,"({'exec_inorder_higher', 'has_title_T'})","({'has_comments_T', 'num_contrib_lower'})",0.8397751229796206,1.0051853744756065,1.0270375305351995,2,2
12907,"({'has_author_F', 'num_commits_lower', 'exec_inorder_higher', 'num_contrib_lower', 'has_equation_F'})",({'jupyter_prop_high'}),0.8397480755773269,1.066442816600696,1.3264797317774706,5,1
9667,"({'has_author_F', 'num_contrib_lower', 'has_comments_T', 'num_commits_lower'})",({'exec_skips_lower'}),0.8397277227722773,0.999385045647422,0.996776036496683,4,1
1296,({'num_contrib_lower'}),"({'exec_inorder_higher', 'non_exec_prop_low'})",0.8397196261682244,1.0119924584699642,1.0620847453529025,1,2
3797,"({'exec_inorder_higher', 'num_commits_lower'})","({'has_author_F', 'exec_skips_lower'})",0.8396825396825397,1.0409700748986463,1.2061402561033059,2,2
6889,"({'has_author_F', 'num_contrib_lower', 'has_equation_F', 'num_commits_lower'})",({'jupyter_prop_high'}),0.8396793587174348,1.066355549235944,1.3259111741597551,4,1
1720,"({'has_author_F', 'longer_ending_F'})","({'non_exec_prop_low', 'num_contrib_lower'})",0.8396572827417381,1.015657251721923,1.0807274399325608,2,2
4211,"({'has_comments_T', 'has_equation_F'})","({'num_commits_lower', 'num_contrib_lower'})",0.8396572827417381,1.0140510462632166,1.0725607338373524,2,2
1700,"({'has_author_F', 'longer_ending_F'})","({'has_comments_T', 'num_contrib_lower'})",0.8396572827417381,1.0050443232817774,1.0262827326311723,2,2
640,({'has_title_T'}),"({'has_author_F', 'has_comments_T'})",0.8396481732070366,0.992075278399856,0.9581724119513709,1,2
1414,({'has_title_T'}),"({'exec_inorder_higher', 'num_commits_lower'})",0.8396481732070366,1.0177957485805929,1.0915543670241468,1,2
1133,"({'has_comments_T', 'exec_skips_lower'})",({'markdown_prop_med'}),0.8396449704142012,1.0237502007551542,1.1214748550802836,2,1
8198,"({'exec_inorder_higher', 'jupyter_prop_high', 'markdown_prop_med'})","({'has_author_F', 'non_exec_prop_low'})",0.8396421197522369,1.0071309404986255,1.037073602059188,3,2
11003,"({'has_comments_T', 'has_equation_F', 'non_exec_prop_low'})","({'exec_inorder_higher', 'num_commits_lower'})",0.8396358543417367,1.0177808160301156,1.0914705159166587,3,2
7071,"({'has_author_F', 'has_equation_F', 'jupyter_prop_high'})","({'exec_inorder_higher', 'exec_skips_lower'})",0.8396094839609484,1.0237069333446156,1.1212267284079476,3,2
7912,"({'has_author_F', 'has_equation_F', 'exec_skips_lower'})","({'exec_inorder_higher', 'non_exec_prop_low'})",0.8396039603960396,1.0118530632652956,1.0613188483114278,3,2
7948,"({'has_equation_F', 'has_error_F', 'exec_skips_lower'})","({'has_author_F', 'non_exec_prop_low'})",0.8395604395604395,1.007032967032967,1.0365456252279615,3,2
12325,"({'exec_inorder_higher', 'has_comments_T', 'non_exec_prop_low'})","({'num_commits_lower', 'num_contrib_lower'})",0.8395500296033155,1.0139215170380578,1.0718437782369958,3,2
12330,"({'has_comments_T', 'non_exec_prop_low', 'num_contrib_lower'})","({'exec_inorder_higher', 'num_commits_lower'})",0.8395500296033155,1.0176767819159764,1.0908866880026278,3,2
13205,"({'exec_inorder_higher', 'has_equation_F', 'has_author_F', 'non_exec_prop_low'})","({'has_comments_T', 'num_contrib_lower'})",0.8395396073121192,1.0049034693584458,1.0255300966725418,4,2
12985,"({'has_author_F', 'exec_inorder_higher', 'num_contrib_lower', 'has_comments_T', 'has_equation_F'})",({'markdown_prop_med'}),0.8395149786019971,1.0235917062145692,1.1205664678209413,5,1
3881,"({'has_author_F', 'has_error_F'})","({'exec_inorder_higher', 'exec_skips_lower'})",0.8395127118644069,1.0235889424594764,1.12055064083449,2,2
11207,"({'num_commits_lower', 'non_exec_prop_low', 'markdown_prop_med', 'num_contrib_lower'})",({'jupyter_prop_high'}),0.8395061728395061,1.066135610851058,1.324480408286606,4,1
16484,"({'has_author_F', 'has_error_F', 'num_commits_lower', 'exec_inorder_higher', 'has_comments_T'})","({'exec_skips_lower', 'num_contrib_lower'})",0.8395061728395061,1.0780878037978188,1.378873854212134,5,2
10137,"({'has_author_F', 'non_exec_prop_low', 'num_commits_lower'})","({'exec_inorder_higher', 'has_comments_T'})",0.8394988066825776,0.9898568019093079,0.9464025222342481,3,2
10138,"({'has_author_F', 'has_comments_T', 'num_commits_lower'})","({'exec_inorder_higher', 'non_exec_prop_low'})",0.8394988066825776,1.0117263367226645,1.0606235162970021,3,2
3767,"({'has_author_F', 'non_exec_prop_low', 'num_commits_lower'})",({'exec_skips_lower'}),0.8394988066825776,0.9991126057713171,0.9953543768325714,3,1
15967,"({'num_commits_lower', 'has_comments_T', 'jupyter_prop_high', 'num_contrib_lower'})","({'exec_inorder_higher', 'non_exec_prop_low'})",0.8394793926247288,1.0117029397702544,1.0604952398928826,4,2
5668,"({'has_error_F', 'non_exec_prop_low'})","({'num_commits_lower', 'num_contrib_lower'})",0.8394706559263522,1.0138256577370968,1.0713138054628601,2,2
13394,"({'exec_inorder_higher', 'has_equation_F', 'has_author_F', 'num_commits_lower'})","({'exec_skips_lower', 'num_contrib_lower'})",0.8394648829431438,1.0780347796091605,1.3785192055870799,4,2
9774,"({'has_comments_T', 'has_error_F', 'num_contrib_lower'})","({'has_author_F', 'non_exec_prop_low'})",0.8394607843137255,1.006913432912432,1.035902186118266,3,2
3751,"({'has_author_F', 'has_title_T'})","({'exec_inorder_higher', 'has_error_F'})",0.8394265232974909,1.013238232283747,1.068301038224106,2,2
249,"({'longer_ending_F', 'non_exec_prop_low'})",({'has_equation_F'}),0.8394160583941606,1.0412031346946518,1.2068568707590965,2,1
9422,"({'has_author_F', 'markdown_prop_med', 'num_commits_lower'})","({'exec_inorder_higher', 'non_exec_prop_low'})",0.8394113883557263,1.011620984073103,1.0600461532308139,3,2
605,"({'has_author_F', 'num_contrib_lower'})",({'exec_skips_lower'}),0.8393909626719057,0.9989842573929019,0.9946860270944546,2,1
3064,"({'has_author_F', 'markdown_prop_med'})","({'has_comments_T', 'num_contrib_lower'})",0.839355197331851,1.004682736200246,1.0243528535762778,2,2
8437,"({'has_author_F', 'jupyter_prop_high', 'num_commits_lower'})","({'has_error_F', 'num_contrib_lower'})",0.8393548387096773,1.0405638179025274,1.2036798437749245,3,2
16070,"({'exec_inorder_higher', 'has_comments_T', 'markdown_prop_med', 'num_commits_lower'})","({'exec_skips_lower', 'num_contrib_lower'})",0.8393371757925073,1.0778707790025976,1.3774234526603428,4,2
6416,"({'has_author_F', 'longer_ending_F', 'has_error_F'})","({'non_exec_prop_low', 'num_contrib_lower'})",0.8393371757925073,1.0152700473815386,1.078574182852379,3,2
1689,"({'has_author_F', 'longer_ending_F', 'has_error_F'})",({'markdown_prop_med'}),0.8393371757925073,1.0233749173712796,1.1193263560080102,3,1
15233,"({'exec_inorder_higher', 'has_author_F', 'exec_skips_lower', 'num_commits_lower'})","({'has_comments_T', 'num_contrib_lower'})",0.8393194706994329,1.0046399725038666,1.0241250930752048,4,2
2721,"({'exec_inorder_higher', 'has_equation_F'})","({'has_author_F', 'exec_skips_lower'})",0.8393162393162392,1.0405159655159655,1.2033906962489662,2,2
15499,"({'exec_inorder_higher', 'exec_skips_lower', 'num_commits_lower', 'num_contrib_lower'})","({'has_author_F', 'non_exec_prop_low'})",0.8393085787451984,1.0067308659189789,1.0349209882425772,4,2
4521,"({'has_equation_F', 'exec_skips_lower'})","({'exec_inorder_higher', 'non_exec_prop_low'})",0.8393085787451984,1.011497082538269,1.0593679407207481,2,2
13652,"({'has_author_F', 'num_commits_lower', 'exec_inorder_higher', 'exec_skips_lower', 'non_exec_prop_low'})",({'has_equation_F'}),0.8392987582176771,1.041057636749701,1.2059759533351844,5,1
5710,"({'exec_skips_lower', 'num_commits_lower'})","({'has_error_F', 'num_contrib_lower'})",0.8392857142857143,1.040478123067409,1.2031621320141621,2,2
5775,"({'non_exec_prop_low', 'num_commits_lower'})","({'exec_inorder_higher', 'has_comments_T'})",0.8392652123995408,0.9895813698442347,0.9450271247739604,2,2
5121,"({'has_comments_T', 'exec_skips_lower', 'num_contrib_lower'})",({'markdown_prop_med'}),0.8392630241423126,1.0232845068174763,1.1188099851110118,3,1
11636,"({'exec_inorder_higher', 'jupyter_prop_high', 'has_error_F'})","({'exec_skips_lower', 'num_contrib_lower'})",0.8392498325519089,1.077758613439699,1.3766750327367958,3,2
16132,"({'num_commits_lower', 'exec_inorder_higher', 'non_exec_prop_low', 'num_contrib_lower', 'has_comments_T'})",({'exec_skips_lower'}),0.839210155148096,0.9987690729580718,0.9935675067196593,5,1
7658,"({'has_author_F', 'has_equation_F', 'num_commits_lower'})","({'exec_inorder_higher', 'has_comments_T'})",0.8391831525207403,0.9894846126737087,0.9445449065702233,3,2
8459,"({'has_author_F', 'jupyter_prop_high', 'num_contrib_lower'})","({'exec_inorder_higher', 'non_exec_prop_low'})",0.8391777509068923,1.0113394146910522,1.05850615189217,3,2
2989,"({'jupyter_prop_high', 'num_commits_lower'})","({'has_author_F', 'has_error_F'})",0.8391739674593242,1.0182984954710337,1.0937639587830577,2,2
11897,"({'non_exec_prop_low', 'has_error_F', 'markdown_prop_med'})","({'has_comments_T', 'num_contrib_lower'})",0.8391608391608392,1.0044500953591862,1.0231150247660978,3,2
5325,"({'exec_inorder_higher', 'has_comments_T', 'exec_skips_lower'})",({'markdown_prop_med'}),0.839156626506024,1.0231547798431617,1.118069894081546,3,1
7926,"({'exec_inorder_higher', 'has_equation_F', 'has_error_F'})","({'has_author_F', 'non_exec_prop_low'})",0.8391562294001317,1.0065481264689538,1.0339407231433042,3,2
4003,"({'jupyter_prop_high', 'exec_skips_lower', 'num_commits_lower'})",({'has_equation_F'}),0.8391557496360988,1.0408802503607484,1.2049037054300606,3,1
11508,"({'jupyter_prop_high', 'exec_skips_lower', 'num_commits_lower'})","({'non_exec_prop_low', 'num_contrib_lower'})",0.8391557496360988,1.015050592616844,1.0773575924678696,3,2
8342,"({'has_author_F', 'jupyter_prop_high', 'has_error_F'})","({'has_comments_T', 'num_contrib_lower'})",0.839142091152815,1.0044276545617028,1.0229957805907173,3,2
3351,"({'has_comments_T', 'num_contrib_lower'})","({'has_author_F', 'non_exec_prop_low'})",0.8390804597701149,1.006457242582897,1.0334538878842678,2,2
10413,"({'has_error_F', 'exec_skips_lower', 'num_commits_lower'})","({'has_author_F', 'non_exec_prop_low'})",0.8390804597701149,1.006457242582897,1.0334538878842678,3,2
8098,"({'has_author_F', 'has_comments_T', 'markdown_prop_med', 'num_commits_lower'})",({'jupyter_prop_high'}),0.8390804597701148,1.0655949741315593,1.3209764918625666,4,1
16423,"({'has_author_F', 'has_error_F', 'num_commits_lower', 'non_exec_prop_low', 'num_contrib_lower'})","({'exec_inorder_higher', 'has_comments_T'})",0.8390557939914163,0.9893344436615207,0.9437974683544303,5,2
8469,"({'has_author_F', 'jupyter_prop_high', 'non_exec_prop_low', 'num_contrib_lower'})",({'exec_skips_lower'}),0.839041095890411,0.9985678704856787,0.9925239373310926,4,1
13885,"({'has_author_F', 'has_error_F', 'exec_inorder_higher', 'markdown_prop_med', 'num_contrib_lower'})",({'jupyter_prop_high'}),0.8390386016023308,1.0655418161147117,1.320632970644526,5,1
15337,"({'num_commits_lower', 'has_comments_T', 'exec_skips_lower', 'num_contrib_lower'})","({'has_author_F', 'has_error_F'})",0.839031339031339,1.018125422521609,1.0927948146459983,4,2
15802,"({'exec_inorder_higher', 'has_comments_T', 'has_error_F', 'num_commits_lower'})","({'has_author_F', 'exec_skips_lower'})",0.8390243902439024,1.040154154788301,1.2012089467349178,4,2
9700,"({'num_commits_lower', 'has_error_F', 'num_contrib_lower'})","({'has_author_F', 'has_comments_T'})",0.839003645200486,0.991313744793354,0.954336493086153,3,2
11748,"({'jupyter_prop_high', 'has_error_F', 'num_commits_lower'})","({'exec_inorder_higher', 'non_exec_prop_low'})",0.8389891696750902,1.0111121450424154,1.0572663943330596,3,2
12157,"({'has_comments_T', 'markdown_prop_med', 'num_commits_lower'})","({'exec_inorder_higher', 'exec_skips_lower'})",0.8389771941948859,1.0229360042046214,1.116823996867758,3,2
1255,({'has_title_T'}),"({'num_commits_lower', 'num_contrib_lower'})",0.8389715832205684,1.01322292944561,1.0679935003246173,1,2
1222,({'has_title_T'}),"({'has_comments_T', 'num_contrib_lower'})",0.8389715832205684,1.0042235617337107,1.0219125624933523,1,2
13797,"({'jupyter_prop_high', 'markdown_prop_med', 'num_contrib_lower'})","({'exec_inorder_higher', 'has_author_F', 'num_commits_lower'})",0.8389538885065383,1.055487841059022,1.2738624196502861,3,3
13789,"({'exec_inorder_higher', 'jupyter_prop_high', 'markdown_prop_med'})","({'has_author_F', 'num_contrib_lower', 'num_commits_lower'})",0.8389538885065383,1.0543298730490835,1.2684417285028382,3,3
5532,"({'has_error_F', 'num_commits_lower'})","({'has_comments_T', 'num_contrib_lower'})",0.8389534883720929,1.0042019027484144,1.0217977425398705,2,2
2499,"({'has_author_F', 'has_equation_F', 'exec_skips_lower'})",({'markdown_prop_med'}),0.8389438943894388,1.022895402898459,1.1165930834126403,3,1
1898,"({'has_comments_T', 'longer_ending_F', 'num_contrib_lower'})",({'has_equation_F'}),0.8389355742296919,1.0406071470277336,1.203256599548327,3,1
16189,"({'num_commits_lower', 'has_error_F', 'non_exec_prop_low', 'num_contrib_lower'})","({'exec_inorder_higher', 'has_comments_T'})",0.8389307745030843,0.9891870326230398,0.9430649070832212,4,2
15628,"({'exec_inorder_higher', 'has_author_F', 'has_error_F', 'num_commits_lower'})","({'exec_skips_lower', 'num_contrib_lower'})",0.8389134554643083,1.0773266403972703,1.3738002927054715,4,2
15278,"({'exec_inorder_higher', 'has_author_F', 'has_error_F', 'num_commits_lower'})","({'has_comments_T', 'num_contrib_lower'})",0.8389134554643083,1.0041539845709144,1.0215438073963763,4,2
15354,"({'has_author_F', 'exec_inorder_higher', 'non_exec_prop_low', 'num_contrib_lower', 'has_comments_T'})",({'exec_skips_lower'}),0.8388998035363457,0.9983997142346848,0.9916534477435566,5,1
16495,"({'num_commits_lower', 'exec_inorder_higher', 'exec_skips_lower', 'num_contrib_lower', 'has_comments_T'})","({'has_author_F', 'has_error_F'})",0.8388969521044993,1.0179623502496864,1.091883240726541,5,2
10274,"({'has_author_F', 'has_comments_T', 'exec_skips_lower'})","({'exec_inorder_higher', 'non_exec_prop_low'})",0.8388888888888888,1.0109912911333216,1.0566083174039338,3,2
7099,"({'has_author_F', 'has_comments_T', 'has_equation_F', 'num_contrib_lower'})",({'markdown_prop_med'}),0.8388851121685929,1.022823731760642,1.1161856982100204,4,1
10383,"({'exec_inorder_higher', 'has_error_F', 'non_exec_prop_low'})","({'has_author_F', 'num_commits_lower'})",0.8388654194327098,1.0083109527388971,1.0429101336119029,3,2
5941,"({'has_error_F', 'exec_skips_lower'})","({'exec_inorder_higher', 'non_exec_prop_low'})",0.8388429752066116,1.010935958021224,1.056307289393278,2,2
11913,"({'exec_inorder_higher', 'has_comments_T', 'exec_skips_lower', 'num_contrib_lower'})",({'markdown_prop_med'}),0.8388349514563106,1.0227625725313505,1.1158382986332052,4,1
13726,"({'has_author_F', 'exec_inorder_higher', 'markdown_prop_med', 'num_contrib_lower', 'has_comments_T'})",({'jupyter_prop_high'}),0.8387769284225156,1.0652095027804784,1.3184895166995287,5,1
2103,"({'exec_inorder_higher', 'has_comments_T', 'longer_ending_F'})",({'markdown_prop_med'}),0.8387769284225156,1.0226918270441636,1.1154367163864596,3,1
10164,"({'non_exec_prop_low', 'exec_skips_lower', 'num_commits_lower'})","({'has_author_F', 'has_comments_T'})",0.8387319090282565,0.9909926784856811,0.952728439415476,3,2
8324,"({'has_author_F', 'jupyter_prop_high', 'exec_skips_lower'})","({'has_comments_T', 'num_contrib_lower'})",0.8387314439946018,1.0039361223571748,1.0203908691276935,3,2
303,"({'has_comments_T', 'longer_ending_F'})",({'markdown_prop_med'}),0.8387309980171844,1.0226358256824744,1.115119033137509,2,1
377,"({'has_comments_T', 'longer_ending_F'})",({'has_error_F'}),0.8387309980171844,0.9685144740208516,0.8309260756631438,2,1
2158,"({'has_comments_T', 'longer_ending_F'})","({'non_exec_prop_low', 'num_contrib_lower'})",0.8387309980171844,1.0145368091115996,1.0745200392125998,2,2
1887,"({'longer_ending_F', 'exec_skips_lower'})","({'has_author_F', 'has_error_F'})",0.8387096774193549,1.0177351011481686,1.0906154517677875,2,2
3743,"({'has_author_F', 'has_title_T'})","({'exec_inorder_higher', 'exec_skips_lower'})",0.8387096774193549,1.0226098302116775,1.1149716281099957,2,2
15408,"({'exec_inorder_higher', 'has_comments_T', 'has_error_F', 'num_contrib_lower'})","({'has_author_F', 'non_exec_prop_low'})",0.8386683738796415,1.0059629552661042,1.0308141589241553,4,2
2704,"({'has_equation_F', 'exec_skips_lower'})","({'has_author_F', 'non_exec_prop_low'})",0.8386683738796415,1.0059629552661042,1.0308141589241553,2,2
14978,"({'non_exec_prop_low', 'markdown_prop_med', 'exec_skips_lower'})","({'exec_inorder_higher', 'has_comments_T', 'has_author_F'})",0.8386627906976745,1.0380207744399634,1.190400352338371,3,3
828,({'has_equation_F'}),"({'num_commits_lower', 'num_contrib_lower'})",0.8386572820790471,1.0128433491002091,1.0659130124004346,1,2
6826,"({'exec_inorder_higher', 'longer_ending_F', 'has_error_F'})","({'non_exec_prop_low', 'num_contrib_lower'})",0.8386396526772792,1.0144263169396235,1.0739117584308255,3,2
11410,"({'has_comments_T', 'jupyter_prop_high', 'num_contrib_lower'})","({'exec_inorder_higher', 'non_exec_prop_low'})",0.8386260531432276,1.0106745332725589,1.054887380162291,3,2
6104,"({'num_commits_lower', 'longer_ending_F', 'num_contrib_lower'})","({'has_author_F', 'jupyter_prop_high'})",0.8386187455954899,1.108641399976496,1.5092320624276896,3,2
3888,"({'has_equation_F', 'markdown_prop_med', 'num_contrib_lower'})",({'jupyter_prop_high'}),0.8385964912280702,1.0649803555451822,1.3170155428614811,3,1
4529,"({'has_equation_F', 'has_error_F'})","({'exec_inorder_higher', 'non_exec_prop_low'})",0.8385876418663305,1.0106282417231789,1.0546363487560027,2,2
7227,"({'exec_inorder_higher', 'has_comments_T', 'has_equation_F', 'has_author_F'})",({'markdown_prop_med'}),0.838580040187542,1.022451767998754,1.1140761884407873,4,1
10254,"({'has_comments_T', 'exec_skips_lower', 'num_commits_lower'})","({'has_author_F', 'has_error_F'})",0.8385772913816689,1.0175744568619722,1.089721015913412,3,2
8040,"({'exec_inorder_higher', 'has_author_F', 'markdown_prop_med', 'num_contrib_lower'})",({'jupyter_prop_high'}),0.8385678391959799,1.0649439687350277,1.3167817903588221,4,1
5543,"({'has_comments_T', 'num_contrib_lower'})","({'exec_inorder_higher', 'non_exec_prop_low'})",0.8385579937304075,1.01059251111855,1.0544426692884354,2,2
8270,"({'jupyter_prop_high', 'num_commits_lower'})","({'has_author_F', 'has_comments_T', 'num_contrib_lower'})",0.8385481852315395,1.0572998857267237,1.2814755412991183,2,3
7868,"({'exec_inorder_higher', 'has_equation_F', 'num_commits_lower'})","({'has_author_F', 'has_error_F'})",0.83852140077821,1.0175066362197454,1.089343844167591,3,2
14163,"({'has_author_F', 'num_commits_lower', 'exec_inorder_higher', 'exec_skips_lower', 'num_contrib_lower'})",({'jupyter_prop_high'}),0.8385175380542688,1.064880088515704,1.3163716180921787,5,1
10606,"({'exec_inorder_higher', 'has_equation_F', 'markdown_prop_med'})","({'num_commits_lower', 'num_contrib_lower'})",0.8385093167701864,1.0126646519348956,1.0649363730987476,3,2
14235,"({'has_author_F', 'jupyter_prop_high', 'has_error_F'})","({'exec_inorder_higher', 'num_commits_lower', 'num_contrib_lower'})",0.8384718498659517,1.060706244087739,1.2970834819997425,3,3
3816,"({'has_author_F', 'has_error_F'})","({'exec_inorder_higher', 'num_commits_lower'})",0.8384533898305084,1.0163474688368754,1.083481334659501,2,2
15808,"({'exec_inorder_higher', 'has_comments_T', 'exec_skips_lower', 'num_commits_lower'})","({'has_author_F', 'has_error_F'})",0.8384401114206128,1.0174079953732118,1.0887957374433692,4,2
15327,"({'has_author_F', 'has_comments_T', 'has_error_F', 'exec_skips_lower'})","({'num_commits_lower', 'num_contrib_lower'})",0.8384341637010675,1.0125738898466765,1.0644410131966293,4,2
7280,"({'exec_inorder_higher', 'has_equation_F', 'has_author_F', 'exec_skips_lower'})",({'markdown_prop_med'}),0.8384249830278344,1.022262712143038,1.1130070535416265,4,1
11162,"({'has_comments_T', 'jupyter_prop_high', 'num_commits_lower'})","({'markdown_prop_med', 'num_contrib_lower'})",0.8384124734231041,1.0957233180903203,1.453280188686469,3,2
7403,"({'has_equation_F', 'has_error_F', 'num_contrib_lower'})","({'has_author_F', 'has_comments_T'})",0.8384043272481407,0.9906056285330017,0.9507970976113559,3,2
8997,"({'has_author_F', 'non_exec_prop_low', 'markdown_prop_med'})","({'num_commits_lower', 'num_contrib_lower'})",0.8384030418250951,1.012536304070265,1.0642360130433666,3,2
5926,"({'has_error_F', 'num_commits_lower'})","({'exec_inorder_higher', 'exec_skips_lower'})",0.8383720930232558,1.022198225181628,1.1126428407688511,2,2
8392,"({'exec_inorder_higher', 'jupyter_prop_high'})","({'has_author_F', 'num_contrib_lower', 'num_commits_lower'})",0.8383720930232558,1.053598719208052,1.2638758482519963,2,3
1330,({'has_links_F'}),"({'exec_inorder_higher', 'has_comments_T'})",0.8383696416022487,0.988525398307129,0.9397908640616398,1,2
